sample_id,dim,field_path,mask_path,readout_path,metadata_path,geometry_id,source_geometry_type,split_original,z_top,z_bottom,thickness,E_bg,E_lesion,contrast,operator_id,operator_metadata_path,array_index
M2c_PGF_07_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_07_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_07_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_07_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,44.21960663034729,14.739868876782433,,,
M2c_PGF_06_E45_Z3_H0p75_twofoci_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_06_E45_Z3_H0p75_twofoci_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_06_E45_Z3_H0p75_twofoci_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_06_E45_Z3_H0p75_twofoci_center_checker_r1,synthetic_simulation,,,,,3.0,44.19662118768448,14.732207062561493,,,
M2c_PGF_10_E25_Z1p5_H0p75_lobed_center_core_shell_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_10_E25_Z1p5_H0p75_lobed_center_core_shell_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_10_E25_Z1p5_H0p75_lobed_center_core_shell_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_10_E25_Z1p5_H0p75_lobed_center_core_shell_r2,synthetic_simulation,,,,,3.0,24.67480567000682,8.224935223335606,,,
M2c_PGF_08_E25_Z1p5_H0p75_cylinder_nearboundary_nan_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_08_E25_Z1p5_H0p75_cylinder_nearboundary_nan_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_08_E25_Z1p5_H0p75_cylinder_nearboundary_nan_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_08_E25_Z1p5_H0p75_cylinder_nearboundary_nan_r2,ellipse_or_cylinder,,,,,3.0,24.662755488266463,8.220918496088823,,,
M2c_PGF_09_E25_Z1p5_H0p75_ellipse_center_checker_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_09_E25_Z1p5_H0p75_ellipse_center_checker_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_09_E25_Z1p5_H0p75_ellipse_center_checker_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_09_E25_Z1p5_H0p75_ellipse_center_checker_r2,ellipse_or_cylinder,,,,,3.0,24.765863171481925,8.255287723827308,,,
M2c_PGF_11_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r4,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_11_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r4\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_11_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r4\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_11_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r4,synthetic_simulation,,,,,3.0,24.603972861722895,8.201324287240967,,,
M2c_PGF_12_E16_Z1p2_H0p75_cylinder_nearboundary_nan_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_12_E16_Z1p2_H0p75_cylinder_nearboundary_nan_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_12_E16_Z1p2_H0p75_cylinder_nearboundary_nan_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_12_E16_Z1p2_H0p75_cylinder_nearboundary_nan_r1,ellipse_or_cylinder,,,,,3.0,15.783687497380445,5.261229165793481,,,
M2c_PGF_14_E16_Z1p2_H0p75_lobed_center_core_shell_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_14_E16_Z1p2_H0p75_lobed_center_core_shell_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_14_E16_Z1p2_H0p75_lobed_center_core_shell_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_14_E16_Z1p2_H0p75_lobed_center_core_shell_r1,synthetic_simulation,,,,,3.0,15.83254249240233,5.27751416413411,,,
M2c_PGF_13_E16_Z1p2_H0p75_ellipse_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_13_E16_Z1p2_H0p75_ellipse_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_13_E16_Z1p2_H0p75_ellipse_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_13_E16_Z1p2_H0p75_ellipse_center_checker_r1,ellipse_or_cylinder,,,,,3.0,15.800101830799685,5.266700610266561,,,
M2c_PGF_15_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_15_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_15_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_15_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,15.76369210900238,5.254564036334127,,,
M2c_PGF_16_E35_Z1p2_H0p75_cylinder_nearboundary_nan_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_16_E35_Z1p2_H0p75_cylinder_nearboundary_nan_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_16_E35_Z1p2_H0p75_cylinder_nearboundary_nan_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_16_E35_Z1p2_H0p75_cylinder_nearboundary_nan_r1,ellipse_or_cylinder,,,,,3.0,34.46753845509032,11.489179485030109,,,
M2c_PGF_18_E35_Z1p2_H0p75_lobed_center_core_shell_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_18_E35_Z1p2_H0p75_lobed_center_core_shell_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_18_E35_Z1p2_H0p75_lobed_center_core_shell_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_18_E35_Z1p2_H0p75_lobed_center_core_shell_r1,synthetic_simulation,,,,,3.0,34.587796904374954,11.529265634791653,,,
M2c_PGF_17_E35_Z1p2_H0p75_ellipse_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_17_E35_Z1p2_H0p75_ellipse_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_17_E35_Z1p2_H0p75_ellipse_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_17_E35_Z1p2_H0p75_ellipse_center_checker_r1,ellipse_or_cylinder,,,,,3.0,34.28386050591146,11.427953501970489,,,
M2c_PGF_19_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_19_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_19_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_19_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,34.41831903754433,11.472773012514777,,,
M2c_PGF_21_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_21_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_21_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_21_E45_Z3_H0p75_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,44.23654373677693,14.745514578925643,,,
M2c_PGF_20_E45_Z3_H0p75_cylinder_nearboundary_nan_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_20_E45_Z3_H0p75_cylinder_nearboundary_nan_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_20_E45_Z3_H0p75_cylinder_nearboundary_nan_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_20_E45_Z3_H0p75_cylinder_nearboundary_nan_r2,ellipse_or_cylinder,,,,,3.0,44.35616956850871,14.785389856169568,,,
M2c_PGF_23_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r3,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_23_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r3\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_23_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r3\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_23_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r3,synthetic_simulation,,,,,3.0,88.31564762587914,29.43854920862638,,,
M2c_PGF_22_E90_Z0p18_H1p4_cylinder_nearboundary_nan_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_22_E90_Z0p18_H1p4_cylinder_nearboundary_nan_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_22_E90_Z0p18_H1p4_cylinder_nearboundary_nan_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_22_E90_Z0p18_H1p4_cylinder_nearboundary_nan_r2,ellipse_or_cylinder,,,,,3.0,88.66635124905375,29.55545041635125,,,
M2c_PGF_26_E16_Z1p2_H0p75_lobed_nearboundary_hotspot_r3,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_26_E16_Z1p2_H0p75_lobed_nearboundary_hotspot_r3\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_26_E16_Z1p2_H0p75_lobed_nearboundary_hotspot_r3\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_26_E16_Z1p2_H0p75_lobed_nearboundary_hotspot_r3,synthetic_simulation,,,,,3.0,15.705144989920598,5.235048329973533,,,
M2c_PGF_25_E8_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_25_E8_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_25_E8_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_25_E8_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,7.907096027422297,2.6356986758074323,,,
M2c_PGF_24_E8_Z1p2_H0p75_lobed_nearboundary_hotspot_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_24_E8_Z1p2_H0p75_lobed_nearboundary_hotspot_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_24_E8_Z1p2_H0p75_lobed_nearboundary_hotspot_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_24_E8_Z1p2_H0p75_lobed_nearboundary_hotspot_r2,synthetic_simulation,,,,,3.0,7.894794592904902,2.6315981976349674,,,
M2c_PGF_27_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_27_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_27_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_27_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,15.76369210900238,5.254564036334127,,,
M2c_PGF_28_E35_Z1p2_H0p75_lobed_nearboundary_hotspot_r3,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_28_E35_Z1p2_H0p75_lobed_nearboundary_hotspot_r3\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_28_E35_Z1p2_H0p75_lobed_nearboundary_hotspot_r3\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_28_E35_Z1p2_H0p75_lobed_nearboundary_hotspot_r3,synthetic_simulation,,,,,3.0,34.28818517944778,11.429395059815926,,,
M2c_PGF_29_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_29_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_29_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_29_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,34.41831903754433,11.472773012514777,,,
M2c_PGF_31_E60_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_31_E60_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_31_E60_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_31_E60_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,58.94089471261418,19.64696490420473,,,
M2c_PGF_30_E60_Z1p2_H0p75_lobed_nearboundary_hotspot_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_30_E60_Z1p2_H0p75_lobed_nearboundary_hotspot_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_gate_failure_repair_20260525\lesions\M2c_PGF_30_E60_Z1p2_H0p75_lobed_nearboundary_hotspot_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PGF_30_E60_Z1p2_H0p75_lobed_nearboundary_hotspot_r2,synthetic_simulation,,,,,3.0,58.711706035343255,19.570568678447756,,,
M2c_PPC_01_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_01_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_01_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_01_E25_Z1p5_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,24.591222520658103,8.197074173552702,,,
M2c_PPC_02_E16_Z1p2_H0p75_twofoci_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_02_E16_Z1p2_H0p75_twofoci_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_02_E16_Z1p2_H0p75_twofoci_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_02_E16_Z1p2_H0p75_twofoci_center_checker_r1,synthetic_simulation,,,,,3.0,15.728978384696749,5.242992794898916,,,
M2c_PPC_04_E35_Z1p2_H0p75_twofoci_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_04_E35_Z1p2_H0p75_twofoci_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_04_E35_Z1p2_H0p75_twofoci_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_04_E35_Z1p2_H0p75_twofoci_center_checker_r1,synthetic_simulation,,,,,3.0,34.405770561895125,11.468590187298377,,,
M2c_PPC_03_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_03_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_03_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_03_E16_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,15.758449671297972,5.252816557099324,,,
M2c_PPC_05_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_05_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_05_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_05_E35_Z1p2_H0p75_twofoci_nearboundary_rim_soft_r1,synthetic_simulation,,,,,3.0,34.4054145755027,11.468471525167566,,,
M2c_PPC_07_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_07_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_07_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_07_E90_Z0p18_H1p4_twofoci_nearboundary_rim_soft_r2,synthetic_simulation,,,,,3.0,88.41855488332365,29.47285162777455,,,
M2c_PPC_06_E90_Z0p18_H1p4_twofoci_center_checker_r2,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_06_E90_Z0p18_H1p4_twofoci_center_checker_r2\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_06_E90_Z0p18_H1p4_twofoci_center_checker_r2\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_06_E90_Z0p18_H1p4_twofoci_center_checker_r2,synthetic_simulation,,,,,3.0,88.29879283630663,29.432930945435544,,,
M2c_PPC_09_E16_Z1p2_H0p75_ellipse_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_09_E16_Z1p2_H0p75_ellipse_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_09_E16_Z1p2_H0p75_ellipse_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_09_E16_Z1p2_H0p75_ellipse_center_checker_r1,ellipse_or_cylinder,,,,,3.0,15.871114900590545,5.290371633530181,,,
M2c_PPC_08_E25_Z1p5_H0p75_ellipse_center_checker_r1,2d,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_08_E25_Z1p5_H0p75_ellipse_center_checker_r1\interp_mean_kpa.csv,H:\My Drive\MN_simulation\outputs\method2b\targeted_comsol_prior_pair_calibration_20260524\lesions\M2c_PPC_08_E25_Z1p5_H0p75_ellipse_center_checker_r1\interp_lesion_mask.csv,,H:\My Drive\Manuscript\Sparse reconstruction\Figure2_data_reconstruction_20260526\tables\lesion_case_inventory_metrics.csv,M2c_PPC_08_E25_Z1p5_H0p75_ellipse_center_checker_r1,ellipse_or_cylinder,,,,,3.0,24.78789260495398,8.262630868317993,,,
