condition_id,config_id,split_group_id,same_prior_group,disease,A_contrast,H,z_top,z_bottom,tumor_thickness,targeted_shape,targeted_lateral_position,targeted_heterogeneity_mode,targeted_heterogeneity_scale,ood_split_family,split_role,operator_noise_group,layer_modulus_variation_x,paired_operator_set,policy,model_training_allowed,diffusion_training_allowed
F3NCS_0267_iid_support_cylinder_zb07p1_E29p9,F3NCS_0267_iid_support_cylinder_zb07.1_E29.9,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,29.9299,1.06329,5.98778,7.05107,1.06329,cylinder,half_pitch_x_shift,hotspot,0.37864,iid_support,train,nominal,1.06235,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0268_iid_support_ellipse_zb08p0_E54p3,F3NCS_0268_iid_support_ellipse_zb08.0_E54.3,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,54.28905,1.34021,6.65443,7.99464,1.34021,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,1.08111,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0269_iid_support_ellipse_zb03p9_E52p1,F3NCS_0269_iid_support_ellipse_zb03.9_E52.1,iid_support|ellipse|checker|nominal,iid_support|ellipse|checker|nominal,iid_support,52.10183,2.15389,1.7311,3.88499,2.15389,ellipse,near_boundary,checker,0.41637,iid_support,train,nominal,0.9166,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0270_iid_support_ellipse_zb02p7_E27p2,F3NCS_0270_iid_support_ellipse_zb02.7_E27.2,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,27.15852,1.22179,1.50678,2.72857,1.22179,ellipse,near_boundary,rim_soft,0.47775,iid_support,train,nominal,0.92102,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0271_iid_support_ellipse_zb04p2_E17p5,F3NCS_0271_iid_support_ellipse_zb04.2_E17.5,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,17.49133,1.11951,3.06117,4.18068,1.11951,ellipse,center,rim_soft,0.44041,iid_support,validation,nominal,0.70039,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0272_iid_support_ellipse_zb02p7_E33p6,F3NCS_0272_iid_support_ellipse_zb02.7_E33.6,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,33.63761,1.59185,1.09921,2.69105,1.59185,ellipse,center,homogeneous,0.0,iid_support,iid_test,nominal,1.04228,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0273_iid_support_ellipse_zb08p0_E06p6,F3NCS_0273_iid_support_ellipse_zb08.0_E06.6,iid_support|ellipse|core_shell|nominal,iid_support|ellipse|core_shell|nominal,iid_support,6.63978,1.93453,6.02459,7.95912,1.93453,ellipse,half_pitch_x_shift,core_shell,0.66497,iid_support,train,nominal,0.93937,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0274_iid_support_two_foci_zb08p0_E17p1,F3NCS_0274_iid_support_two_foci_zb08.0_E17.1,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,17.11502,1.33654,6.61641,7.95294,1.33654,two_foci,near_boundary,lateral_gradient,0.31035,iid_support,validation,nominal,0.75606,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0275_iid_support_two_foci_zb05p9_E73p5,F3NCS_0275_iid_support_two_foci_zb05.9_E73.5,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,73.4956,1.55741,4.37774,5.93516,1.55741,two_foci,near_boundary,homogeneous,0.0,iid_support,train,nominal,1.5083,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0276_iid_support_cylinder_zb06p7_E35p1,F3NCS_0276_iid_support_cylinder_zb06.7_E35.1,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,35.12813,2.30779,4.3556,6.66339,2.30779,cylinder,center,homogeneous,0.0,iid_support,train,nominal,0.85173,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0277_iid_support_cylinder_zb05p5_E90p3,F3NCS_0277_iid_support_cylinder_zb05.5_E90.3,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,90.28187,1.65952,3.82238,5.4819,1.65952,cylinder,center,core_shell,0.38133,iid_support,train,nominal,1.23832,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0278_iid_support_ellipse_zb02p1_E44p7,F3NCS_0278_iid_support_ellipse_zb02.1_E44.7,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,44.6736,1.26933,0.83583,2.10516,1.26933,ellipse,near_boundary,rim_soft,0.35255,iid_support,iid_test,nominal,0.67432,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0279_iid_support_two_foci_zb02p4_E34p9,F3NCS_0279_iid_support_two_foci_zb02.4_E34.9,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,34.87521,0.90335,1.45653,2.35988,0.90335,two_foci,center,checker,0.51378,iid_support,train,nominal,0.95458,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0280_iid_support_two_foci_zb03p8_E08p4,F3NCS_0280_iid_support_two_foci_zb03.8_E08.4,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,8.37633,3.28607,0.49279,3.77886,3.28607,two_foci,near_boundary,checker,0.51403,iid_support,train,nominal,0.94465,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0281_iid_support_two_foci_zb06p2_E64p0,F3NCS_0281_iid_support_two_foci_zb06.2_E64.0,iid_support|two_foci|lateral_gradient|nominal,iid_support|two_foci|lateral_gradient|nominal,iid_support,64.0004,0.85477,5.31935,6.17412,0.85477,two_foci,center,lateral_gradient,0.51411,iid_support,train,nominal,0.91154,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0282_iid_support_two_foci_zb03p5_E17p6,F3NCS_0282_iid_support_two_foci_zb03.5_E17.6,iid_support|two_foci|core_shell|nominal,iid_support|two_foci|core_shell|nominal,iid_support,17.56436,2.43336,1.04648,3.47984,2.43336,two_foci,near_boundary,core_shell,0.63703,iid_support,train,nominal,0.8515,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0283_iid_support_cylinder_zb02p7_E53p3,F3NCS_0283_iid_support_cylinder_zb02.7_E53.3,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,53.32041,1.78542,0.93758,2.723,1.78542,cylinder,half_pitch_x_shift,hotspot,0.19207,iid_support,train,nominal,1.20153,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0284_iid_support_ellipse_zb03p7_E68p9,F3NCS_0284_iid_support_ellipse_zb03.7_E68.9,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,68.88822,2.51592,1.15457,3.67049,2.51592,ellipse,near_boundary,rim_soft,0.29695,iid_support,iid_test,nominal,0.98089,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0285_iid_support_cylinder_zb07p8_E10p6,F3NCS_0285_iid_support_cylinder_zb07.8_E10.6,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,10.60953,2.46086,5.30272,7.76358,2.46086,cylinder,near_boundary,core_shell,0.42531,iid_support,train,nominal,1.10512,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0286_iid_support_ellipse_zb04p6_E14p8,F3NCS_0286_iid_support_ellipse_zb04.6_E14.8,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,14.78004,2.32118,2.23253,4.55372,2.32118,ellipse,center,rim_soft,0.73255,iid_support,train,nominal,1.04152,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0287_iid_support_cylinder_zb03p8_E65p0,F3NCS_0287_iid_support_cylinder_zb03.8_E65.0,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,64.97776,2.79261,1.01411,3.80671,2.79261,cylinder,center,homogeneous,0.0,iid_support,train,nominal,1.11183,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0288_iid_support_cylinder_zb03p9_E35p1,F3NCS_0288_iid_support_cylinder_zb03.9_E35.1,iid_support|cylinder|lateral_gradient|nominal,iid_support|cylinder|lateral_gradient|nominal,iid_support,35.08286,0.78342,3.14453,3.92795,0.78342,cylinder,near_boundary,lateral_gradient,0.3822,iid_support,iid_test,nominal,0.80485,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0289_iid_support_cylinder_zb06p8_E26p3,F3NCS_0289_iid_support_cylinder_zb06.8_E26.3,iid_support|cylinder|hotspot|nominal,iid_support|cylinder|hotspot|nominal,iid_support,26.3139,1.55315,5.21828,6.77143,1.55315,cylinder,half_pitch_x_shift,hotspot,0.55834,iid_support,train,nominal,1.10377,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0290_iid_support_two_foci_zb07p8_E12p9,F3NCS_0290_iid_support_two_foci_zb07.8_E12.9,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,12.92113,1.05898,6.73321,7.79219,1.05898,two_foci,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,0.77341,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0291_iid_support_cylinder_zb03p5_E44p0,F3NCS_0291_iid_support_cylinder_zb03.5_E44.0,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,43.99294,3.24056,0.2334,3.47396,3.24056,cylinder,center,homogeneous,0.0,iid_support,train,nominal,0.97556,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0292_iid_support_cylinder_zb04p4_E94p5,F3NCS_0292_iid_support_cylinder_zb04.4_E94.5,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,94.47328,1.43928,2.94889,4.38817,1.43928,cylinder,center,checker,0.48785,iid_support,train,nominal,1.49669,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0293_iid_support_cylinder_zb02p5_E15p8,F3NCS_0293_iid_support_cylinder_zb02.5_E15.8,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,15.81553,1.87813,0.60753,2.48566,1.87813,cylinder,half_pitch_x_shift,homogeneous,0.0,iid_support,train,nominal,0.85184,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0294_iid_support_ellipse_zb02p0_E83p2,F3NCS_0294_iid_support_ellipse_zb02.0_E83.2,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,83.19407,1.37577,0.65192,2.02769,1.37577,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,validation,nominal,1.24613,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0295_iid_support_two_foci_zb05p2_E10p9,F3NCS_0295_iid_support_two_foci_zb05.2_E10.9,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,10.87295,2.43633,2.71556,5.15188,2.43633,two_foci,center,checker,0.71294,iid_support,train,nominal,1.15025,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0296_iid_support_cylinder_zb06p2_E15p6,F3NCS_0296_iid_support_cylinder_zb06.2_E15.6,iid_support|cylinder|homogeneous|nominal,iid_support|cylinder|homogeneous|nominal,iid_support,15.63782,3.16054,3.05468,6.21522,3.16054,cylinder,half_pitch_x_shift,homogeneous,0.0,iid_support,iid_test,nominal,1.01647,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0297_iid_support_cylinder_zb07p3_E20p3,F3NCS_0297_iid_support_cylinder_zb07.3_E20.3,iid_support|cylinder|rim_soft|nominal,iid_support|cylinder|rim_soft|nominal,iid_support,20.26225,1.52292,5.77827,7.30119,1.52292,cylinder,near_boundary,rim_soft,0.46307,iid_support,validation,nominal,0.9696,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0298_iid_support_two_foci_zb05p4_E07p6,F3NCS_0298_iid_support_two_foci_zb05.4_E07.6,iid_support|two_foci|checker|nominal,iid_support|two_foci|checker|nominal,iid_support,7.55392,1.12257,4.2361,5.35866,1.12257,two_foci,half_pitch_x_shift,checker,0.44468,iid_support,train,nominal,0.6298,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0299_iid_support_two_foci_zb03p2_E10p8,F3NCS_0299_iid_support_two_foci_zb03.2_E10.8,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,10.76353,2.79291,0.35791,3.15081,2.79291,two_foci,center,homogeneous,0.0,iid_support,train,nominal,1.27656,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0300_iid_support_ellipse_zb07p6_E67p9,F3NCS_0300_iid_support_ellipse_zb07.6_E67.9,iid_support|ellipse|hotspot|nominal,iid_support|ellipse|hotspot|nominal,iid_support,67.85403,1.33499,6.30942,7.64441,1.33499,ellipse,center,hotspot,0.65392,iid_support,iid_test,nominal,0.66604,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0301_iid_support_two_foci_zb02p8_E09p1,F3NCS_0301_iid_support_two_foci_zb02.8_E09.1,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,9.13665,2.16239,0.59985,2.76224,2.16239,two_foci,half_pitch_x_shift,homogeneous,0.0,iid_support,validation,nominal,0.88092,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0302_iid_support_ellipse_zb03p4_E19p0,F3NCS_0302_iid_support_ellipse_zb03.4_E19.0,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,18.99364,3.16812,0.23794,3.40606,3.16812,ellipse,half_pitch_x_shift,homogeneous,0.0,iid_support,validation,nominal,0.69721,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0303_iid_support_ellipse_zb04p8_E52p1,F3NCS_0303_iid_support_ellipse_zb04.8_E52.1,iid_support|ellipse|core_shell|nominal,iid_support|ellipse|core_shell|nominal,iid_support,52.14954,3.16919,1.63663,4.80582,3.16919,ellipse,center,core_shell,0.46215,iid_support,train,nominal,0.75788,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0304_iid_support_ellipse_zb05p1_E63p1,F3NCS_0304_iid_support_ellipse_zb05.1_E63.1,iid_support|ellipse|rim_soft|nominal,iid_support|ellipse|rim_soft|nominal,iid_support,63.08591,2.81146,2.28271,5.09418,2.81146,ellipse,half_pitch_x_shift,rim_soft,0.58331,iid_support,train,nominal,1.25333,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0305_iid_support_two_foci_zb05p1_E10p6,F3NCS_0305_iid_support_two_foci_zb05.1_E10.6,iid_support|two_foci|hotspot|nominal,iid_support|two_foci|hotspot|nominal,iid_support,10.5999,0.86738,4.26179,5.12917,0.86738,two_foci,near_boundary,hotspot,0.23023,iid_support,validation,nominal,0.89687,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0306_iid_support_ellipse_zb04p6_E40p2,F3NCS_0306_iid_support_ellipse_zb04.6_E40.2,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,40.16995,2.83087,1.79759,4.62846,2.83087,ellipse,near_boundary,homogeneous,0.0,iid_support,iid_test,nominal,1.12084,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0307_iid_support_two_foci_zb04p2_E74p9,F3NCS_0307_iid_support_two_foci_zb04.2_E74.9,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,74.89247,2.28252,1.96417,4.24669,2.28252,two_foci,near_boundary,homogeneous,0.0,iid_support,train,nominal,1.62657,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0308_iid_support_cylinder_zb06p6_E06p5,F3NCS_0308_iid_support_cylinder_zb06.6_E06.5,iid_support|cylinder|core_shell|nominal,iid_support|cylinder|core_shell|nominal,iid_support,6.48835,0.61179,5.93862,6.55041,0.61179,cylinder,half_pitch_x_shift,core_shell,0.42777,iid_support,train,nominal,0.9744,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0309_iid_support_ellipse_zb02p7_E29p7,F3NCS_0309_iid_support_ellipse_zb02.7_E29.7,iid_support|ellipse|core_shell|nominal,iid_support|ellipse|core_shell|nominal,iid_support,29.68185,2.48936,0.2283,2.71766,2.48936,ellipse,center,core_shell,0.40019,iid_support,validation,nominal,1.08798,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0310_iid_support_cylinder_zb05p8_E23p2,F3NCS_0310_iid_support_cylinder_zb05.8_E23.2,iid_support|cylinder|rim_soft|nominal,iid_support|cylinder|rim_soft|nominal,iid_support,23.15544,2.21762,3.61618,5.8338,2.21762,cylinder,near_boundary,rim_soft,0.74527,iid_support,train,nominal,0.89053,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0311_iid_support_ellipse_zb03p5_E06p4,F3NCS_0311_iid_support_ellipse_zb03.5_E06.4,iid_support|ellipse|hotspot|nominal,iid_support|ellipse|hotspot|nominal,iid_support,6.3811,3.24872,0.21181,3.46053,3.24872,ellipse,half_pitch_x_shift,hotspot,0.73377,iid_support,train,nominal,1.05626,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0312_iid_support_cylinder_zb06p5_E39p9,F3NCS_0312_iid_support_cylinder_zb06.5_E39.9,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,39.94693,3.22314,3.2847,6.50784,3.22314,cylinder,center,checker,0.41107,iid_support,train,nominal,0.98924,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0313_iid_support_ellipse_zb06p6_E34p2,F3NCS_0313_iid_support_ellipse_zb06.6_E34.2,iid_support|ellipse|hotspot|nominal,iid_support|ellipse|hotspot|nominal,iid_support,34.19921,0.66433,5.95561,6.61994,0.66433,ellipse,near_boundary,hotspot,0.70938,iid_support,train,nominal,1.26467,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0314_iid_support_ellipse_zb07p5_E55p4,F3NCS_0314_iid_support_ellipse_zb07.5_E55.4,iid_support|ellipse|lateral_gradient|nominal,iid_support|ellipse|lateral_gradient|nominal,iid_support,55.41211,1.97152,5.48844,7.45996,1.97152,ellipse,center,lateral_gradient,0.69432,iid_support,train,nominal,0.94421,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0315_iid_support_ellipse_zb08p0_E09p3,F3NCS_0315_iid_support_ellipse_zb08.0_E09.3,iid_support|ellipse|homogeneous|nominal,iid_support|ellipse|homogeneous|nominal,iid_support,9.28256,2.72531,5.25745,7.98276,2.72531,ellipse,near_boundary,homogeneous,0.0,iid_support,iid_test,nominal,0.85632,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0316_iid_support_two_foci_zb02p8_E06p3,F3NCS_0316_iid_support_two_foci_zb02.8_E06.3,iid_support|two_foci|homogeneous|nominal,iid_support|two_foci|homogeneous|nominal,iid_support,6.31822,0.82435,1.94869,2.77303,0.82435,two_foci,near_boundary,homogeneous,0.0,iid_support,iid_test,nominal,0.86721,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0317_iid_support_cylinder_zb06p0_E14p0,F3NCS_0317_iid_support_cylinder_zb06.0_E14.0,iid_support|cylinder|rim_soft|nominal,iid_support|cylinder|rim_soft|nominal,iid_support,13.95299,1.94063,4.10166,6.04229,1.94063,cylinder,half_pitch_x_shift,rim_soft,0.55996,iid_support,train,nominal,0.91461,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0318_iid_support_ellipse_zb01p6_E89p1,F3NCS_0318_iid_support_ellipse_zb01.6_E89.1,iid_support|ellipse|checker|nominal,iid_support|ellipse|checker|nominal,iid_support,89.09643,1.0846,0.51189,1.59649,1.0846,ellipse,center,checker,0.18755,iid_support,train,nominal,1.12442,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0319_iid_support_cylinder_zb06p5_E87p6,F3NCS_0319_iid_support_cylinder_zb06.5_E87.6,iid_support|cylinder|checker|nominal,iid_support|cylinder|checker|nominal,iid_support,87.61139,2.98803,3.54252,6.53055,2.98803,cylinder,near_boundary,checker,0.21582,iid_support,train,nominal,1.63104,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0320_ood_unseen_shape_lobed_zb03p8_E09p9,F3NCS_0320_ood_unseen_shape_lobed_zb03.8_E09.9,ood_unseen_shape|lobed|checker|nominal,ood_unseen_shape|lobed|checker|nominal,ood_unseen_shape,9.88844,0.53922,3.23371,3.77293,0.53922,lobed,near_boundary,checker,0.64803,ood_unseen_shape,ood_test,nominal,1.45854,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0321_ood_unseen_shape_crescent_zb03p5_E06p5,F3NCS_0321_ood_unseen_shape_crescent_zb03.5_E06.5,ood_unseen_shape|crescent|rim_soft|nominal,ood_unseen_shape|crescent|rim_soft|nominal,ood_unseen_shape,6.498,3.14233,0.37398,3.51632,3.14233,crescent,center,rim_soft,0.31417,ood_unseen_shape,ood_test,nominal,0.82867,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0322_ood_unseen_shape_crescent_zb07p2_E76p5,F3NCS_0322_ood_unseen_shape_crescent_zb07.2_E76.5,ood_unseen_shape|crescent|hotspot|nominal,ood_unseen_shape|crescent|hotspot|nominal,ood_unseen_shape,76.49867,2.42721,4.81508,7.24229,2.42721,crescent,center,hotspot,0.28121,ood_unseen_shape,ood_test,nominal,0.99369,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0323_ood_unseen_shape_crescent_zb03p5_E10p3,F3NCS_0323_ood_unseen_shape_crescent_zb03.5_E10.3,ood_unseen_shape|crescent|homogeneous|nominal,ood_unseen_shape|crescent|homogeneous|nominal,ood_unseen_shape,10.33087,1.5623,1.91909,3.48139,1.5623,crescent,half_pitch_x_shift,homogeneous,0.0,ood_unseen_shape,ood_test,nominal,1.10038,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0324_ood_unseen_shape_crescent_zb02p9_E59p3,F3NCS_0324_ood_unseen_shape_crescent_zb02.9_E59.3,ood_unseen_shape|crescent|core_shell|nominal,ood_unseen_shape|crescent|core_shell|nominal,ood_unseen_shape,59.31027,2.56959,0.36693,2.93652,2.56959,crescent,near_boundary,core_shell,0.22758,ood_unseen_shape,ood_test,nominal,0.77547,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0325_ood_unseen_shape_lobed_zb01p6_E06p9,F3NCS_0325_ood_unseen_shape_lobed_zb01.6_E06.9,ood_unseen_shape|lobed|rim_soft|nominal,ood_unseen_shape|lobed|rim_soft|nominal,ood_unseen_shape,6.86607,1.27367,0.34225,1.61591,1.27367,lobed,center,rim_soft,0.44174,ood_unseen_shape,ood_test,nominal,1.07718,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0326_ood_unseen_shape_lobed_zb06p1_E42p4,F3NCS_0326_ood_unseen_shape_lobed_zb06.1_E42.4,ood_unseen_shape|lobed|homogeneous|nominal,ood_unseen_shape|lobed|homogeneous|nominal,ood_unseen_shape,42.37053,3.36557,2.70949,6.07507,3.36557,lobed,near_boundary,homogeneous,0.0,ood_unseen_shape,ood_test,nominal,0.91728,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0327_ood_unseen_shape_crescent_zb03p1_E14p7,F3NCS_0327_ood_unseen_shape_crescent_zb03.1_E14.7,ood_unseen_shape|crescent|lateral_gradient|nominal,ood_unseen_shape|crescent|lateral_gradient|nominal,ood_unseen_shape,14.66705,2.68076,0.46498,3.14575,2.68076,crescent,near_boundary,lateral_gradient,0.3778,ood_unseen_shape,ood_test,nominal,1.1195,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0328_ood_unseen_shape_lobed_zb03p1_E29p3,F3NCS_0328_ood_unseen_shape_lobed_zb03.1_E29.3,ood_unseen_shape|lobed|core_shell|nominal,ood_unseen_shape|lobed|core_shell|nominal,ood_unseen_shape,29.30622,0.98653,2.09599,3.08252,0.98653,lobed,half_pitch_x_shift,core_shell,0.57333,ood_unseen_shape,ood_test,nominal,0.60835,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0329_ood_unseen_shape_lobed_zb05p7_E08p7,F3NCS_0329_ood_unseen_shape_lobed_zb05.7_E08.7,ood_unseen_shape|lobed|hotspot|nominal,ood_unseen_shape|lobed|hotspot|nominal,ood_unseen_shape,8.74284,2.92801,2.79199,5.71999,2.92801,lobed,half_pitch_x_shift,hotspot,0.2116,ood_unseen_shape,ood_test,nominal,0.55579,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0330_ood_unseen_shape_lobed_zb02p8_E92p0,F3NCS_0330_ood_unseen_shape_lobed_zb02.8_E92.0,ood_unseen_shape|lobed|checker|nominal,ood_unseen_shape|lobed|checker|nominal,ood_unseen_shape,91.99577,2.01979,0.75216,2.77196,2.01979,lobed,near_boundary,checker,0.47528,ood_unseen_shape,ood_test,nominal,1.15394,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0331_ood_unseen_shape_crescent_zb03p2_E14p3,F3NCS_0331_ood_unseen_shape_crescent_zb03.2_E14.3,ood_unseen_shape|crescent|rim_soft|nominal,ood_unseen_shape|crescent|rim_soft|nominal,ood_unseen_shape,14.25009,2.8141,0.39474,3.20884,2.8141,crescent,near_boundary,rim_soft,0.63058,ood_unseen_shape,ood_test,nominal,0.88888,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
F3NCS_0332_ood_unseen_shape_lobed_zb02p8_E45p3,F3NCS_0332_ood_unseen_shape_lobed_zb02.8_E45.3,ood_unseen_shape|lobed|rim_soft|nominal,ood_unseen_shape|lobed|rim_soft|nominal,ood_unseen_shape,45.31467,2.29012,0.50914,2.79926,2.29012,lobed,center,rim_soft,0.23821,ood_unseen_shape,ood_test,nominal,0.81867,MMP;PIEZO;US,method2b_512_full_comsol_bxyz_delta,True,True
